	word	label	class
1559	yolp-yalp	3	REDUPLICATIVES
1560	yo-yo	3	REDUPLICATIVES
1561	yum yum	3	REDUPLICATIVES
1562	zero-zero	3	REDUPLICATIVES
1563	zig-zag	3	REDUPLICATIVES
1564	zigzag	3	REDUPLICATIVES
1565	zig zag	3	REDUPLICATIVES
1566	apple-shmapple	3	REDUPLICATIVES
1567	arcade-shmarcade	3	REDUPLICATIVES
1568	art-shmart	3	REDUPLICATIVES
1569	baby-schmaby	3	REDUPLICATIVES
1570	breakfast shmreakfast	3	REDUPLICATIVES
1571	can't-shman't	3	REDUPLICATIVES
1572	captain shmaptain	3	REDUPLICATIVES
1573	child schmild	3	REDUPLICATIVES
1574	clever-shmever	3	REDUPLICATIVES
1575	crisis-shmisis	3	REDUPLICATIVES
1576	Europe-Shmeurope	3	REDUPLICATIVES
1577	fancy-schmancy	3	REDUPLICATIVES
1578	gravity schmavity	3	REDUPLICATIVES
1579	locked-shmocked	3	REDUPLICATIVES
1580	marry-shmarry	3	REDUPLICATIVES
1581	moon-schmoon	3	REDUPLICATIVES
1582	opinion shmopinion	3	REDUPLICATIVES
1583	Pedro-Schmedro	3	REDUPLICATIVES
1584	plan shman	3	REDUPLICATIVES
1585	table-shmable	3	REDUPLICATIVES
1586	transformations shmansformations	3	REDUPLICATIVES
1587	variables shmariables	3	REDUPLICATIVES
